A	B	C	D	E	F	G	H	I	RESP
FElhOR	6360.0	1125.0	115.0	1579.0	OhryCL	DPIKud	pfmxrL	4594.0	1122.0
DPIKud	3728.0	8475.0	4390.0	3815.0	ReOawA	NwlieP	CBcUxf	3728.0	5571.0
wLOZRO	745.0	130.0	1454.0	2316.0	KVGcIg	wLOZRO	DJwYdl	62.0	1047.0
gkygIZ	4460.0	2817.0	1859.0	491.0	epcVJK	CBcUxf	wLOZRO	409.0	5060.0
epcVJK	4585.0	5693.0	4620.0	1626.0	DJwYdl	NwlieP	MdNHJO	195.0	4377.0
OhryCL	35.0	1614.0	2354.0	3832.0	cpWqOw	IrOLwQ	pfmxrL	279.0	3136.0
UPpvkc	2101.0	481.0	2283.0	5888.0	wLOZRO	IrOLwQ	gkygIZ	3019.0	1708.0
pfmxrL	4253.0	266.0	2249.0	3053.0	rIaMwY	rIaMwY	StAyqw	6228.0	1467.0
cpWqOw	7669.0	3916.0	3030.0	383.0	eeVQAD	WstBYV	JqymVN	2773.0	1268.0
LHTxOM	2102.0	8327.0	268.0	3944.0	DPIKud	UPpvkc	WstBYV	6081.0	4638.0
WstBYV	6922.0	710.0	4.0	1972.0	epcVJK	eeVQAD	ZigqKk	1735.0	7999.0
rIaMwY	1409.0	325.0	2260.0	557.0	MdNHJO	OhryCL	AWvgct	3337.0	2512.0
DJwYdl	159.0	2391.0	61.0	2725.0	gkygIZ	TuCZEm	HEBbwK	4067.0	3191.0
KVGcIg	3286.0	2134.0	2068.0	1777.0	ReOawA	MdNHJO	StAyqw	7482.0	685.0
DJwYdl	493.0	700.0	5132.0	4473.0	MdNHJO	IrOLwQ	TuCZEm	3412.0	2179.0
UPpvkc	2642.0	966.0	1196.0	2884.0	WstBYV	FElhOR	uHjRAr	1098.0	1179.0
xuoBel	568.0	1909.0	950.0	5423.0	AWvgct	UPpvkc	ZigqKk	1904.0	1242.0
CBcUxf	1777.0	3833.0	3316.0	6761.0	StAyqw	DJwYdl	HEBbwK	4529.0	878.0
ReOawA	8168.0	343.0	498.0	5065.0	pfmxrL	eeVQAD	OhryCL	3569.0	11.0
HEBbwK	4783.0	29.0	149.0	1139.0	NwlieP	MdNHJO	KVGcIg	652.0	2277.0
cpWqOw	249.0	197.0	3427.0	6544.0	WstBYV	MdNHJO	OhryCL	1309.0	3112.0
AWvgct	2210.0	700.0	1325.0	5988.0	OhryCL	SYnotp	wLOZRO	1454.0	1718.0
HEBbwK	2084.0	1854.0	3589.0	3298.0	KVGcIg	rIaMwY	LHTxOM	3180.0	2165.0
ZigqKk	3277.0	945.0	4.0	1546.0	CBcUxf	jithza	eeVQAD	916.0	3672.0
DPIKud	1223.0	3258.0	2901.0	1181.0	pfmxrL	UPpvkc	TuCZEm	535.0	59.0
cpWqOw	20.0	340.0	3388.0	3849.0	IrOLwQ	MdNHJO	jithza	5262.0	620.0
rIaMwY	1245.0	1365.0	3428.0	5340.0	WstBYV	gkygIZ	MdNHJO	1018.0	2550.0
SYnotp	88.0	1540.0	3079.0	1259.0	OhryCL	FElhOR	rIaMwY	2165.0	938.0
TuCZEm	3109.0	802.0	1126.0	2125.0	JqymVN	StAyqw	jithza	872.0	3531.0
ZigqKk	2195.0	784.0	3610.0	5887.0	epcVJK	TuCZEm	MdNHJO	5934.0	1573.0
jithza	171.0	3071.0	2891.0	3898.0	JqymVN	cpWqOw	DJwYdl	468.0	11.0
AWvgct	7368.0	1324.0	2050.0	1576.0	TuCZEm	eeVQAD	KVGcIg	677.0	3517.0
ZigqKk	879.0	289.0	3430.0	1907.0	jithza	IrOLwQ	wLOZRO	2574.0	2125.0
MdNHJO	70.0	937.0	3239.0	191.0	cpWqOw	NwlieP	epcVJK	3649.0	4543.0
gkygIZ	2765.0	932.0	960.0	7599.0	AWvgct	UPpvkc	StAyqw	3297.0	3476.0
JqymVN	2386.0	214.0	502.0	1013.0	ReOawA	ZigqKk	SYnotp	1935.0	2101.0
epcVJK	1389.0	4728.0	3387.0	112.0	DJwYdl	SYnotp	FElhOR	210.0	1760.0
uHjRAr	308.0	2048.0	1554.0	26.0	TuCZEm	cpWqOw	CBcUxf	3325.0	157.0
NwlieP	33.0	1055.0	437.0	3963.0	SYnotp	wLOZRO	OhryCL	5738.0	7530.0
MdNHJO	1923.0	2365.0	2564.0	8598.0	NwlieP	JqymVN	DJwYdl	1897.0	2502.0
epcVJK	2389.0	1339.0	415.0	1926.0	JqymVN	SYnotp	CBcUxf	312.0	2501.0
HEBbwK	4561.0	1488.0	258.0	3397.0	pfmxrL	CBcUxf	TuCZEm	7098.0	261.0
MdNHJO	5135.0	117.0	310.0	1323.0	pfmxrL	wLOZRO	ReOawA	1709.0	2655.0
xuoBel	2694.0	5821.0	951.0	1237.0	uHjRAr	epcVJK	KVGcIg	7221.0	3506.0
FElhOR	8.0	3154.0	76.0	1497.0	IrOLwQ	JqymVN	OhryCL	756.0	3526.0
uHjRAr	4848.0	6213.0	498.0	3845.0	AWvgct	DJwYdl	KVGcIg	804.0	2266.0
LHTxOM	2326.0	2521.0	566.0	269.0	DPIKud	uHjRAr	JqymVN	4366.0	851.0
uHjRAr	1007.0	1426.0	4462.0	367.0	UPpvkc	jithza	MdNHJO	1332.0	1318.0
eeVQAD	6158.0	1670.0	2056.0	1419.0	KVGcIg	MdNHJO	wLOZRO	1394.0	596.0
uHjRAr	187.0	334.0	4634.0	6225.0	NwlieP	epcVJK	wLOZRO	2642.0	243.0
pfmxrL	1511.0	529.0	1182.0	137.0	cpWqOw	KVGcIg	StAyqw	5041.0	2239.0
ReOawA	5052.0	2572.0	3256.0	184.0	WstBYV	IrOLwQ	pfmxrL	1125.0	5297.0
DJwYdl	946.0	2204.0	7979.0	7507.0	NwlieP	DJwYdl	KVGcIg	1087.0	1776.0
OhryCL	4295.0	1204.0	653.0	4974.0	DPIKud	TuCZEm	TuCZEm	142.0	1799.0
MdNHJO	870.0	102.0	3306.0	1614.0	NwlieP	AWvgct	wLOZRO	2539.0	1974.0
CBcUxf	781.0	89.0	490.0	434.0	rIaMwY	uHjRAr	IrOLwQ	4569.0	6223.0
MdNHJO	649.0	2230.0	1470.0	7769.0	StAyqw	FElhOR	SYnotp	77.0	6854.0
AWvgct	737.0	1332.0	869.0	5552.0	uHjRAr	LHTxOM	gkygIZ	3815.0	1999.0
wLOZRO	534.0	9147.0	3471.0	148.0	FElhOR	ReOawA	NwlieP	2030.0	1825.0
DJwYdl	1358.0	516.0	1238.0	5457.0	TuCZEm	SYnotp	AWvgct	3752.0	490.0
IrOLwQ	6382.0	4626.0	850.0	3052.0	SYnotp	ZigqKk	JqymVN	3156.0	829.0
OhryCL	314.0	1622.0	518.0	1233.0	ZigqKk	AWvgct	wLOZRO	598.0	2004.0
jithza	5244.0	2875.0	2363.0	5621.0	rIaMwY	UPpvkc	rIaMwY	4497.0	3069.0
ReOawA	196.0	26.0	606.0	1337.0	gkygIZ	MdNHJO	ReOawA	3509.0	3194.0
MdNHJO	8248.0	1312.0	292.0	4624.0	UPpvkc	rIaMwY	JqymVN	7428.0	1.0
jithza	516.0	4391.0	1118.0	4585.0	DPIKud	DJwYdl	MdNHJO	3165.0	2807.0
MdNHJO	69.0	5312.0	5256.0	1061.0	ReOawA	JqymVN	UPpvkc	2357.0	3037.0
jithza	7278.0	297.0	2191.0	642.0	NwlieP	pfmxrL	gkygIZ	23.0	352.0
pfmxrL	2855.0	1761.0	3086.0	1998.0	UPpvkc	eeVQAD	JqymVN	497.0	945.0
OhryCL	3002.0	4024.0	3493.0	8140.0	epcVJK	pfmxrL	UPpvkc	648.0	2089.0
DJwYdl	999.0	1800.0	5547.0	3715.0	eeVQAD	TuCZEm	OhryCL	1659.0	7306.0
DJwYdl	4107.0	319.0	1901.0	487.0	KVGcIg	eeVQAD	uHjRAr	957.0	2915.0
FElhOR	3968.0	7455.0	1470.0	3385.0	NwlieP	MdNHJO	AWvgct	2053.0	793.0
cpWqOw	1189.0	6175.0	15.0	2752.0	NwlieP	uHjRAr	SYnotp	3289.0	3204.0
StAyqw	1890.0	1665.0	178.0	5272.0	StAyqw	TuCZEm	pfmxrL	1900.0	3005.0
cpWqOw	612.0	6515.0	3354.0	3029.0	cpWqOw	UPpvkc	OhryCL	315.0	416.0
xuoBel	2130.0	540.0	1942.0	2983.0	CBcUxf	rIaMwY	wLOZRO	2106.0	224.0
TuCZEm	2138.0	6167.0	950.0	366.0	jithza	CBcUxf	KVGcIg	347.0	4366.0
WstBYV	802.0	514.0	1117.0	20.0	cpWqOw	UPpvkc	IrOLwQ	3892.0	2333.0
IrOLwQ	2146.0	4820.0	402.0	338.0	OhryCL	FElhOR	LHTxOM	130.0	7563.0
IrOLwQ	2707.0	83.0	4072.0	681.0	jithza	StAyqw	cpWqOw	3429.0	1811.0
NwlieP	1057.0	1.0	3030.0	1003.0	DPIKud	uHjRAr	AWvgct	2589.0	97.0
CBcUxf	2472.0	795.0	5691.0	4652.0	UPpvkc	UPpvkc	NwlieP	470.0	3156.0
UPpvkc	3209.0	4046.0	2044.0	4748.0	LHTxOM	IrOLwQ	cpWqOw	5865.0	24.0
IrOLwQ	4537.0	3844.0	5413.0	467.0	SYnotp	AWvgct	HEBbwK	520.0	1558.0
DJwYdl	1408.0	3195.0	1021.0	120.0	CBcUxf	DJwYdl	HEBbwK	1439.0	1039.0
IrOLwQ	2695.0	1321.0	211.0	1892.0	AWvgct	cpWqOw	DJwYdl	358.0	2907.0
gkygIZ	257.0	1094.0	7802.0	521.0	FElhOR	xuoBel	xuoBel	1718.0	3646.0
HEBbwK	360.0	2381.0	2927.0	2801.0	uHjRAr	KVGcIg	DJwYdl	1107.0	2561.0
HEBbwK	3149.0	451.0	5259.0	3285.0	cpWqOw	ReOawA	pfmxrL	1628.0	5933.0
MdNHJO	2166.0	6667.0	1394.0	2722.0	SYnotp	SYnotp	SYnotp	9181.0	53.0
rIaMwY	409.0	10.0	7086.0	191.0	NwlieP	CBcUxf	AWvgct	8698.0	1278.0
MdNHJO	64.0	1955.0	4081.0	4264.0	xuoBel	LHTxOM	ReOawA	1007.0	1199.0
uHjRAr	25.0	5083.0	2327.0	2075.0	NwlieP	WstBYV	eeVQAD	2147.0	798.0
uHjRAr	3850.0	1474.0	2809.0	209.0	uHjRAr	eeVQAD	KVGcIg	4227.0	6988.0
WstBYV	2822.0	289.0	1597.0	351.0	ZigqKk	SYnotp	StAyqw	2247.0	2150.0
AWvgct	5490.0	1902.0	2605.0	1463.0	TuCZEm	epcVJK	JqymVN	955.0	3720.0
MdNHJO	71.0	421.0	1351.0	131.0	StAyqw	AWvgct	NwlieP	995.0	2689.0
ReOawA	4447.0	2343.0	1727.0	3869.0	IrOLwQ	DPIKud	pfmxrL	2165.0	472.0
KVGcIg	2848.0	196.0	523.0	225.0	IrOLwQ	xuoBel	StAyqw	3301.0	1405.0
KVGcIg	1492.0	4223.0	79.0	3897.0	ReOawA	OhryCL	xuoBel	4379.0	327.0
AWvgct	4016.0	248.0	2491.0	1017.0	gkygIZ	StAyqw	KVGcIg	1665.0	730.0
HEBbwK	778.0	3610.0	5843.0	2484.0	DJwYdl	xuoBel	AWvgct	318.0	3208.0
MdNHJO	801.0	1792.0	783.0	270.0	DJwYdl	CBcUxf	KVGcIg	4486.0	228.0
LHTxOM	1153.0	3903.0	2635.0	37.0	cpWqOw	KVGcIg	OhryCL	7618.0	3622.0
ZigqKk	8170.0	4620.0	3350.0	2814.0	IrOLwQ	wLOZRO	TuCZEm	2134.0	267.0
uHjRAr	7003.0	879.0	1433.0	465.0	cpWqOw	eeVQAD	KVGcIg	2125.0	477.0
JqymVN	526.0	3097.0	998.0	3378.0	DPIKud	KVGcIg	StAyqw	309.0	3221.0
ZigqKk	1690.0	1774.0	2801.0	1112.0	NwlieP	TuCZEm	DPIKud	136.0	272.0
KVGcIg	5965.0	8926.0	114.0	1985.0	DPIKud	DJwYdl	gkygIZ	1118.0	1199.0
MdNHJO	1597.0	2045.0	5068.0	1051.0	LHTxOM	DJwYdl	MdNHJO	25.0	1590.0
CBcUxf	1063.0	2551.0	1033.0	53.0	CBcUxf	OhryCL	rIaMwY	2031.0	6115.0
ZigqKk	1317.0	462.0	3718.0	7892.0	eeVQAD	rIaMwY	KVGcIg	388.0	28.0
FElhOR	2564.0	1039.0	4043.0	5870.0	FElhOR	eeVQAD	TuCZEm	4402.0	2555.0
UPpvkc	5512.0	669.0	620.0	182.0	JqymVN	rIaMwY	epcVJK	3378.0	661.0
KVGcIg	2976.0	555.0	359.0	2596.0	AWvgct	NwlieP	DPIKud	1647.0	2905.0
cpWqOw	135.0	1854.0	3853.0	1828.0	uHjRAr	LHTxOM	pfmxrL	1572.0	613.0
epcVJK	1641.0	6659.0	6025.0	3149.0	JqymVN	OhryCL	LHTxOM	3379.0	90.0
DJwYdl	1501.0	3461.0	333.0	2536.0	DJwYdl	jithza	MdNHJO	576.0	1210.0
wLOZRO	5490.0	510.0	2310.0	2702.0	DJwYdl	LHTxOM	DPIKud	1431.0	523.0
KVGcIg	100.0	783.0	1672.0	6711.0	epcVJK	epcVJK	OhryCL	802.0	443.0
xuoBel	3484.0	8912.0	2577.0	95.0	UPpvkc	DPIKud	IrOLwQ	1334.0	1654.0
OhryCL	893.0	5499.0	1119.0	24.0	eeVQAD	LHTxOM	epcVJK	387.0	2236.0
epcVJK	3603.0	946.0	3634.0	3721.0	StAyqw	StAyqw	ZigqKk	326.0	7716.0
SYnotp	3073.0	5842.0	188.0	6026.0	AWvgct	MdNHJO	SYnotp	9643.0	107.0
ZigqKk	561.0	360.0	226.0	378.0	wLOZRO	rIaMwY	UPpvkc	4956.0	2004.0
HEBbwK	2248.0	3896.0	5269.0	48.0	OhryCL	TuCZEm	SYnotp	1776.0	3566.0
epcVJK	4048.0	5118.0	542.0	1097.0	UPpvkc	StAyqw	rIaMwY	1331.0	51.0
uHjRAr	6133.0	52.0	5734.0	2087.0	CBcUxf	JqymVN	IrOLwQ	499.0	7335.0
IrOLwQ	60.0	3707.0	1628.0	728.0	ReOawA	JqymVN	FElhOR	6066.0	3545.0
uHjRAr	3075.0	2125.0	5160.0	900.0	FElhOR	HEBbwK	cpWqOw	3673.0	5152.0
OhryCL	3073.0	570.0	6714.0	1113.0	xuoBel	DJwYdl	rIaMwY	8320.0	700.0
uHjRAr	476.0	169.0	593.0	1368.0	SYnotp	SYnotp	FElhOR	1844.0	440.0
rIaMwY	3321.0	44.0	148.0	7.0	uHjRAr	WstBYV	DPIKud	2102.0	1504.0
IrOLwQ	1924.0	8681.0	264.0	3765.0	HEBbwK	MdNHJO	JqymVN	1842.0	8170.0
ZigqKk	3602.0	2114.0	2361.0	701.0	SYnotp	HEBbwK	eeVQAD	4188.0	7938.0
ZigqKk	1212.0	695.0	2028.0	4068.0	NwlieP	xuoBel	AWvgct	4050.0	3281.0
NwlieP	4171.0	98.0	9420.0	3922.0	TuCZEm	MdNHJO	LHTxOM	231.0	3543.0
FElhOR	382.0	960.0	3864.0	2608.0	eeVQAD	JqymVN	OhryCL	127.0	767.0
CBcUxf	1625.0	3817.0	5119.0	1341.0	rIaMwY	DJwYdl	UPpvkc	4973.0	2734.0
xuoBel	44.0	1827.0	197.0	1516.0	JqymVN	DPIKud	rIaMwY	532.0	2525.0
WstBYV	177.0	4925.0	7884.0	1986.0	jithza	KVGcIg	xuoBel	1407.0	140.0
TuCZEm	1047.0	6264.0	1648.0	83.0	StAyqw	xuoBel	TuCZEm	248.0	4910.0
cpWqOw	2643.0	7172.0	5423.0	608.0	MdNHJO	NwlieP	AWvgct	2300.0	3636.0
DJwYdl	138.0	570.0	5299.0	4263.0	KVGcIg	UPpvkc	StAyqw	4.0	304.0
pfmxrL	1781.0	284.0	0.0	1611.0	LHTxOM	DJwYdl	AWvgct	1962.0	2421.0
pfmxrL	5290.0	4619.0	1475.0	381.0	UPpvkc	pfmxrL	DPIKud	4700.0	602.0
CBcUxf	152.0	93.0	214.0	1183.0	HEBbwK	NwlieP	KVGcIg	4169.0	4224.0
DPIKud	2224.0	3177.0	140.0	3700.0	SYnotp	DJwYdl	cpWqOw	4507.0	1314.0
StAyqw	5538.0	204.0	1121.0	4344.0	epcVJK	AWvgct	MdNHJO	5109.0	775.0
rIaMwY	422.0	176.0	3559.0	161.0	IrOLwQ	SYnotp	SYnotp	2330.0	2726.0
jithza	6892.0	1327.0	875.0	1214.0	uHjRAr	pfmxrL	MdNHJO	3649.0	249.0
HEBbwK	1197.0	5063.0	2670.0	739.0	KVGcIg	TuCZEm	eeVQAD	3057.0	1946.0
xuoBel	3243.0	1409.0	2600.0	538.0	MdNHJO	cpWqOw	WstBYV	1082.0	3137.0
wLOZRO	5238.0	1165.0	617.0	125.0	AWvgct	UPpvkc	DJwYdl	551.0	137.0
TuCZEm	759.0	7846.0	5592.0	1684.0	SYnotp	cpWqOw	TuCZEm	3449.0	4999.0
IrOLwQ	655.0	2154.0	4242.0	3184.0	SYnotp	LHTxOM	HEBbwK	8336.0	1650.0
ZigqKk	5648.0	1152.0	5492.0	1761.0	gkygIZ	OhryCL	DPIKud	1777.0	60.0
TuCZEm	110.0	658.0	5758.0	360.0	wLOZRO	OhryCL	DPIKud	615.0	1086.0
rIaMwY	3509.0	2875.0	1184.0	1876.0	SYnotp	IrOLwQ	MdNHJO	533.0	7446.0
xuoBel	952.0	52.0	2125.0	4812.0	NwlieP	IrOLwQ	CBcUxf	8364.0	1541.0
WstBYV	820.0	1967.0	4973.0	1111.0	epcVJK	ZigqKk	WstBYV	3131.0	308.0
KVGcIg	1971.0	6215.0	1023.0	80.0	UPpvkc	MdNHJO	ReOawA	909.0	9212.0
SYnotp	833.0	3190.0	2748.0	1287.0	rIaMwY	gkygIZ	wLOZRO	2434.0	2385.0
gkygIZ	23.0	7124.0	6999.0	1664.0	pfmxrL	DPIKud	AWvgct	121.0	4779.0
ReOawA	1504.0	104.0	5102.0	5026.0	IrOLwQ	KVGcIg	NwlieP	403.0	4374.0
OhryCL	18.0	516.0	79.0	6637.0	eeVQAD	TuCZEm	DJwYdl	3028.0	3596.0
HEBbwK	7177.0	22.0	235.0	429.0	CBcUxf	uHjRAr	DJwYdl	473.0	3559.0
MdNHJO	538.0	1218.0	2668.0	420.0	uHjRAr	rIaMwY	KVGcIg	1203.0	1147.0
DJwYdl	1383.0	1085.0	5897.0	883.0	uHjRAr	xuoBel	ZigqKk	4485.0	2383.0
ZigqKk	223.0	2244.0	1168.0	3779.0	FElhOR	jithza	ZigqKk	3646.0	3411.0
wLOZRO	1082.0	53.0	180.0	2706.0	epcVJK	HEBbwK	ZigqKk	1314.0	609.0
WstBYV	285.0	6135.0	1284.0	911.0	CBcUxf	StAyqw	eeVQAD	5674.0	2657.0
pfmxrL	685.0	2530.0	3136.0	130.0	ZigqKk	AWvgct	ReOawA	823.0	6353.0
UPpvkc	5671.0	2109.0	7409.0	1598.0	TuCZEm	WstBYV	LHTxOM	122.0	1008.0
HEBbwK	1887.0	1617.0	325.0	292.0	FElhOR	xuoBel	ReOawA	280.0	755.0
pfmxrL	5702.0	54.0	5793.0	354.0	wLOZRO	xuoBel	FElhOR	1039.0	5883.0
uHjRAr	4136.0	2320.0	80.0	2211.0	ReOawA	epcVJK	WstBYV	5780.0	20.0
ZigqKk	5029.0	1869.0	2838.0	15.0	ZigqKk	jithza	ReOawA	3468.0	1228.0
cpWqOw	426.0	3352.0	3240.0	6373.0	gkygIZ	uHjRAr	pfmxrL	3041.0	33.0
WstBYV	3347.0	194.0	1434.0	2796.0	NwlieP	StAyqw	HEBbwK	363.0	961.0
wLOZRO	650.0	226.0	99.0	1983.0	NwlieP	SYnotp	wLOZRO	1428.0	1076.0
LHTxOM	917.0	635.0	187.0	4083.0	uHjRAr	wLOZRO	LHTxOM	5776.0	7901.0
UPpvkc	940.0	329.0	2759.0	863.0	NwlieP	epcVJK	HEBbwK	2194.0	103.0
SYnotp	900.0	432.0	3442.0	4336.0	HEBbwK	DJwYdl	WstBYV	1249.0	526.0
ZigqKk	1244.0	1484.0	2856.0	3015.0	OhryCL	eeVQAD	DJwYdl	2009.0	5233.0
wLOZRO	2862.0	1849.0	428.0	1297.0	FElhOR	TuCZEm	SYnotp	3918.0	2693.0
DPIKud	6131.0	3923.0	760.0	513.0	xuoBel	uHjRAr	LHTxOM	141.0	5567.0
JqymVN	6146.0	617.0	1290.0	313.0	FElhOR	NwlieP	StAyqw	5547.0	3133.0
NwlieP	3919.0	4214.0	2149.0	40.0	xuoBel	WstBYV	epcVJK	2384.0	1291.0
NwlieP	3108.0	2949.0	1705.0	111.0	pfmxrL	AWvgct	CBcUxf	286.0	2714.0
SYnotp	938.0	4120.0	771.0	3292.0	pfmxrL	FElhOR	gkygIZ	1268.0	3252.0
wLOZRO	3058.0	695.0	3598.0	1344.0	FElhOR	epcVJK	cpWqOw	3347.0	1187.0
pfmxrL	596.0	4204.0	37.0	1293.0	MdNHJO	AWvgct	WstBYV	2438.0	2985.0
epcVJK	4756.0	621.0	7723.0	2907.0	gkygIZ	HEBbwK	IrOLwQ	2499.0	6654.0
StAyqw	1713.0	1341.0	3275.0	957.0	OhryCL	WstBYV	DPIKud	19.0	1546.0
MdNHJO	2201.0	6578.0	984.0	4199.0	LHTxOM	gkygIZ	epcVJK	408.0	474.0
StAyqw	3487.0	1867.0	3141.0	3790.0	NwlieP	eeVQAD	ReOawA	1415.0	598.0
CBcUxf	96.0	1353.0	1532.0	8238.0	pfmxrL	FElhOR	gkygIZ	174.0	1256.0
uHjRAr	5689.0	456.0	1691.0	1241.0	SYnotp	TuCZEm	SYnotp	1803.0	261.0
CBcUxf	2394.0	3833.0	8702.0	4103.0	JqymVN	epcVJK	pfmxrL	216.0	2519.0
xuoBel	394.0	4330.0	3577.0	6211.0	eeVQAD	LHTxOM	epcVJK	573.0	2848.0
CBcUxf	2544.0	2648.0	216.0	2047.0	wLOZRO	TuCZEm	IrOLwQ	1212.0	1526.0
MdNHJO	2238.0	598.0	673.0	1153.0	DPIKud	ZigqKk	uHjRAr	349.0	8890.0
pfmxrL	700.0	2422.0	3198.0	3232.0	TuCZEm	IrOLwQ	uHjRAr	575.0	466.0
ZigqKk	1375.0	5139.0	164.0	476.0	FElhOR	ZigqKk	WstBYV	3288.0	8003.0
DJwYdl	1945.0	617.0	1576.0	1344.0	CBcUxf	NwlieP	gkygIZ	871.0	664.0
gkygIZ	81.0	473.0	2664.0	1191.0	wLOZRO	HEBbwK	gkygIZ	1969.0	4651.0
HEBbwK	117.0	42.0	61.0	1943.0	epcVJK	uHjRAr	ReOawA	915.0	6600.0
SYnotp	1557.0	2526.0	3249.0	9506.0	DPIKud	xuoBel	jithza	1089.0	1022.0
FElhOR	6281.0	2513.0	87.0	5545.0	DPIKud	DPIKud	AWvgct	3077.0	7221.0
FElhOR	7851.0	2360.0	1751.0	1129.0	DJwYdl	IrOLwQ	pfmxrL	375.0	2728.0
DPIKud	2242.0	997.0	3949.0	5420.0	jithza	WstBYV	cpWqOw	571.0	614.0
uHjRAr	5205.0	37.0	224.0	273.0	SYnotp	IrOLwQ	HEBbwK	210.0	2269.0
LHTxOM	267.0	4832.0	5275.0	1017.0	LHTxOM	FElhOR	LHTxOM	448.0	3055.0
eeVQAD	8996.0	1555.0	290.0	1945.0	jithza	LHTxOM	rIaMwY	5829.0	750.0
epcVJK	3630.0	1122.0	4716.0	2154.0	CBcUxf	SYnotp	UPpvkc	410.0	2141.0
ReOawA	7713.0	2735.0	378.0	93.0	CBcUxf	DJwYdl	IrOLwQ	7433.0	2411.0
CBcUxf	1099.0	38.0	741.0	2729.0	StAyqw	UPpvkc	HEBbwK	516.0	4426.0
cpWqOw	2315.0	1434.0	1473.0	190.0	DPIKud	ReOawA	jithza	358.0	3453.0
IrOLwQ	2360.0	4481.0	7266.0	2886.0	jithza	IrOLwQ	wLOZRO	177.0	803.0
eeVQAD	513.0	1500.0	3595.0	1868.0	uHjRAr	StAyqw	IrOLwQ	1540.0	3541.0
HEBbwK	2082.0	8092.0	405.0	1095.0	pfmxrL	TuCZEm	KVGcIg	1950.0	567.0
ZigqKk	1209.0	0.0	1828.0	2553.0	JqymVN	gkygIZ	ReOawA	382.0	7393.0
LHTxOM	3864.0	7795.0	5010.0	2988.0	eeVQAD	wLOZRO	wLOZRO	334.0	387.0
JqymVN	115.0	6030.0	1888.0	889.0	MdNHJO	CBcUxf	uHjRAr	3254.0	3896.0
StAyqw	314.0	2266.0	3505.0	2948.0	StAyqw	epcVJK	KVGcIg	3312.0	1107.0
JqymVN	1054.0	3829.0	1142.0	3203.0	JqymVN	AWvgct	ReOawA	1489.0	4900.0
eeVQAD	8361.0	1450.0	4014.0	4363.0	gkygIZ	xuoBel	DPIKud	2840.0	71.0
DPIKud	5581.0	4131.0	6634.0	5926.0	jithza	SYnotp	epcVJK	848.0	7761.0
CBcUxf	2972.0	447.0	4227.0	1798.0	CBcUxf	CBcUxf	OhryCL	5928.0	6.0
IrOLwQ	2266.0	5121.0	5488.0	5158.0	pfmxrL	HEBbwK	epcVJK	27.0	31.0
cpWqOw	7807.0	944.0	2386.0	2726.0	xuoBel	NwlieP	DPIKud	1174.0	4579.0
jithza	977.0	7155.0	1758.0	1534.0	KVGcIg	OhryCL	IrOLwQ	2063.0	3063.0
AWvgct	1782.0	4089.0	5592.0	3979.0	StAyqw	eeVQAD	WstBYV	2525.0	3951.0
DPIKud	2814.0	2364.0	5167.0	1505.0	TuCZEm	LHTxOM	rIaMwY	110.0	2470.0
FElhOR	423.0	4286.0	1373.0	945.0	DJwYdl	AWvgct	uHjRAr	4528.0	6117.0
gkygIZ	417.0	1132.0	2619.0	4175.0	HEBbwK	gkygIZ	StAyqw	828.0	2712.0
jithza	4265.0	2615.0	8775.0	569.0	gkygIZ	WstBYV	NwlieP	1372.0	4366.0
pfmxrL	6285.0	454.0	1424.0	2161.0	jithza	cpWqOw	DPIKud	3491.0	6827.0
NwlieP	3536.0	618.0	1540.0	292.0	rIaMwY	epcVJK	uHjRAr	693.0	3944.0
rIaMwY	427.0	1647.0	1591.0	3551.0	pfmxrL	xuoBel	xuoBel	5242.0	4497.0
epcVJK	1037.0	1235.0	750.0	784.0	wLOZRO	DJwYdl	uHjRAr	40.0	7023.0
DPIKud	1010.0	600.0	1540.0	580.0	wLOZRO	cpWqOw	ReOawA	6785.0	140.0
eeVQAD	7786.0	1048.0	1879.0	4958.0	SYnotp	pfmxrL	FElhOR	1293.0	6920.0
DPIKud	2633.0	915.0	56.0	41.0	rIaMwY	TuCZEm	jithza	339.0	16.0
IrOLwQ	2940.0	123.0	2131.0	1230.0	xuoBel	TuCZEm	ZigqKk	7081.0	3752.0
DPIKud	2284.0	3054.0	70.0	598.0	MdNHJO	cpWqOw	FElhOR	3498.0	4476.0
SYnotp	1974.0	941.0	811.0	432.0	KVGcIg	wLOZRO	wLOZRO	7591.0	1534.0
AWvgct	7326.0	19.0	8762.0	157.0	ReOawA	jithza	cpWqOw	2102.0	1911.0
KVGcIg	1475.0	3077.0	5934.0	3329.0	jithza	HEBbwK	WstBYV	5237.0	2280.0
wLOZRO	3640.0	3096.0	3848.0	46.0	ZigqKk	SYnotp	NwlieP	2136.0	4289.0
AWvgct	4592.0	2119.0	449.0	6997.0	IrOLwQ	rIaMwY	cpWqOw	4285.0	6405.0
JqymVN	6338.0	3322.0	607.0	5829.0	FElhOR	AWvgct	DJwYdl	3413.0	2965.0
LHTxOM	527.0	4671.0	1403.0	2151.0	HEBbwK	IrOLwQ	wLOZRO	609.0	5906.0
StAyqw	8313.0	3403.0	4433.0	2590.0	KVGcIg	SYnotp	DPIKud	4297.0	4220.0
LHTxOM	286.0	598.0	2157.0	3770.0	OhryCL	ReOawA	IrOLwQ	8055.0	872.0
